"Player","Tm","Pos","Opp","PaCom","PaAtt","PaYds","PaTDs","INT","RuAtt","RuYds","RuTDs","Tar","Rec","ReYds","ReTDs","Fum","FGM","39M","49M","50M","XPM","Sks","FR","DINT","DTD","PPG","Yds","0.5","PPR","Non"
"Dak Prescott","DAL","QB","CLE","23.2","35.9","249.1","1.4","0.9","3.2","12.8","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.6","16.6","16.6"
"Nick Folk","TEN","K","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","1.0","0.4","0.2","2.0","","","","","","","7.5","7.5","7.5"
"Ray Davis","BUF","RB","ARI","0.0","0.0","0.0","0.0","0.0","4.4","18.2","0.1","1.0","0.8","6.0","0.0","0.0","","","","","","","","","","","","3.9","4.3","3.5"
"Green Bay Packers","GB","DST","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.50","0.5","0.2","25.0","373.4","5.6","5.6","5.6"
"Tennessee Titans","TEN","DST","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.1","0.50","0.7","0.2","25.4","350.3","5.6","5.6","5.6"
"Daniel Carlson","LV","K","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","2.0","","","","","","","7.5","7.5","7.5"
"Samaje Perine","KC","RB","BAL","0.0","0.0","0.0","0.0","0.0","2.0","8.4","0.1","3.1","2.5","8.5","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.9","5.1","2.6"
"Indianapolis Colts","IND","DST","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.3","0.50","0.5","0.2","27.4","375.2","5.5","5.5","5.5"
"Justin Herbert","LAC","QB","LV","21.2","31.4","228.0","1.4","0.5","3.5","13.1","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.5","16.5","16.5"
"Daniel Jones","NYG","QB","MIN","21.0","31.7","214.7","1.1","0.7","6.1","29.0","0.3","0.0","0.0","0.0","0.0","0.3","","","","","","","","","","","","16.5","16.5","16.5"
"Will Reichard","MIN","K","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","0.4","0.1","2.1","","","","","","","7.4","7.4","7.4"
"Chris Boswell","PIT","K","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","1.9","","","","","","","7.3","7.3","7.3"
"Las Vegas Raiders","LV","DST","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","2.1","0.50","0.5","0.2","23.2","343.5","5.4","5.4","5.4"
"Greg Zuerlein","NYJ","K","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.8","0.4","0.2","2.1","","","","","","","7.3","7.3","7.3"
"K.J. Osborn","NE","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.9","2.1","24.9","0.2","0.0","","","","","","","","","","","","4.5","5.5","3.4"
"Darius Slayton","NYG","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","1.9","24.5","0.2","0.0","","","","","","","","","","","","4.4","5.4","3.4"
"Alexander Mattison","LV","RB","LAC","0.0","0.0","0.0","0.0","0.0","4.5","17.0","0.1","1.0","0.7","5.0","0.0","0.0","","","","","","","","","","","","3.6","3.9","3.2"
"Roschon Johnson","CHI","RB","TEN","0.0","0.0","0.0","0.0","0.0","3.2","14.0","0.1","1.3","1.0","7.0","0.1","0.0","","","","","","","","","","","","3.6","4.1","3.1"
"Jalin Hyatt","NYG","WR","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","2.0","22.9","0.2","0.0","","","","","","","","","","","","4.4","5.4","3.4"
"Dustin Hopkins","CLE","K","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","2.2","","","","","","","7.1","7.1","7.1"
"Graham Gano","NYG","K","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.9","0.4","0.2","2.0","","","","","","","7.1","7.1","7.1"
"Trenton Irwin","CIN","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.8","23.0","0.2","0.0","","","","","","","","","","","","4.3","5.2","3.4"
"Kylen Granson","IND","TE","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","2.0","20.3","0.2","0.0","","","","","","","","","","","","4.5","5.5","3.5"
"Johnny Mundt","MIN","TE","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","2.6","22.2","0.2","0.0","","","","","","","","","","","","4.4","5.7","3.1"
"Kirk Cousins","ATL","QB","PIT","22.3","34.4","245.4","1.6","0.7","1.4","3.6","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","16.0","16.0","16.0"
"Kimani Vidal","LAC","RB","LV","0.0","0.0","0.0","0.0","0.0","3.3","14.0","0.1","1.5","1.2","8.0","0.0","0.0","","","","","","","","","","","","3.4","4.0","2.8"
"Hayden Hurst","LAC","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","2.4","20.2","0.2","0.0","","","","","","","","","","","","4.4","5.6","3.2"
"Braelon Allen","NYJ","RB","SF","0.0","0.0","0.0","0.0","0.0","4.5","19.0","0.1","0.8","0.6","4.0","0.0","0.0","","","","","","","","","","","","3.4","3.7","3.1"
"Kalif Raymond","DET","WR","LA","0.0","0.0","0.0","0.0","0.0","0.3","1.7","0.0","2.5","1.7","19.0","0.2","0.0","","","","","","","","","","","","4.1","5.0","3.3"
"Noah Brown","WAS","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","1.8","23.0","0.1","0.0","","","","","","","","","","","","4.1","5.0","3.2"
"Ja'Tavion Sanders","CAR","TE","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1","2.5","21.4","0.2","0.0","","","","","","","","","","","","4.3","5.5","3.0"
"Jalen Tolbert","DAL","WR","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.8","20.6","0.2","0.0","","","","","","","","","","","","4.0","5.0","3.1"
"Jauan Jennings","SF","WR","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.7","18.6","0.2","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Elijah Moore","CLE","WR","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.8","19.9","0.2","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Cade York","WAS","K","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","2.1","","","","","","","6.8","6.8","6.8"
"Will Dissly","LAC","TE","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","2.2","18.8","0.2","0.0","","","","","","","","","","","","4.2","5.3","3.1"
"Calvin Austin III","PIT","WR","ATL","0.0","0.0","0.0","0.0","0.0","0.3","1.5","0.0","2.9","1.8","23.0","0.1","0.0","","","","","","","","","","","","4.0","4.9","3.1"
"Tank Bigsby","JAC","RB","MIA","0.0","0.0","0.0","0.0","0.0","4.3","16.6","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","3.2","3.4","3.0"
"Tyrone Tracy","NYG","RB","MIN","0.0","0.0","0.0","0.0","0.0","4.2","17.0","0.1","0.0","0.6","4.0","0.0","0.0","","","","","","","","","","","","3.2","3.5","2.9"
"Matt Prater","ARI","K","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.8","0.4","0.2","2.2","","","","","","","6.7","6.7","6.7"
"Jordan Mason","SF","RB","NYJ","0.0","0.0","0.0","0.0","0.0","4.3","19.0","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","3.1","3.3","2.9"
"Cam Akers","HOU","RB","IND","0.0","0.0","0.0","0.0","0.0","3.0","12.0","0.2","0.8","0.6","4.0","0.1","0.0","","","","","","","","","","","","3.1","3.4","2.8"
"Audric Estime","DEN","RB","SEA","0.0","0.0","0.0","0.0","0.0","3.3","14.0","0.1","1.2","0.8","6.0","0.0","0.0","","","","","","","","","","","","3.1","3.5","2.7"
"Greg Dulcich","DEN","TE","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2","2.1","20.2","0.2","0.0","","","","","","","","","","","","4.1","5.2","3.1"
"D'Onta Foreman","CLE","RB","DAL","0.0","0.0","0.0","0.0","0.0","3.5","14.0","0.1","0.7","0.5","4.0","0.0","0.0","","","","","","","","","","","","3.1","3.3","2.8"
"Van Jefferson","PIT","WR","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.7","19.5","0.2","0.0","","","","","","","","","","","","3.9","4.7","3.0"
"Kenneth Gainwell","PHI","RB","GB","0.0","0.0","0.0","0.0","0.0","3.8","12.9","0.1","1.0","0.7","5.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.0","3.4","2.7"
"Tre Tucker","LV","WR","LAC","0.0","0.0","0.0","0.0","0.0","0.8","4.9","0.0","2.4","1.5","17.4","0.1","0.0","","","","","","","","","","","","3.8","4.6","3.1"
"Wil Lutz","DEN","K","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.9","0.4","0.1","1.8","","","","","","","6.6","6.6","6.6"
"Nelson Agholor","BAL","WR","KC","0.0","","","","","","","0.0","3.1","1.8","19.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.8","4.7","2.9"
"Marvin Mims Jr.","DEN","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.5","2.3","0.0","3.6","2.0","16.8","0.1","0.0","","","","","","","","","","","","3.8","4.8","2.8"
"Cedrick Wilson","NO","WR","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.7","19.3","0.2","0.0","","","","","","","","","","","","3.8","4.7","2.9"
"Sam Darnold","MIN","QB","NYG","20.4","33.4","230.8","1.2","0.7","3.2","11.7","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","15.6","15.6","15.6"
"Isaiah Likely","BAL","TE","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.9","20.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.9","4.8","3.0"
"Jahan Dotson","PHI","WR","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","1.7","18.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.7","4.5","2.8"
"Ray-Ray McCloud","ATL","WR","PIT","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","2.5","1.6","15.3","0.2","0.0","","","","","","","","","","","","3.6","4.4","2.8"
"Jonathan Mingo","CAR","WR","NO","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","3.3","1.7","17.6","0.1","0.0","","","","","","","","","","","","3.5","4.4","2.7"
"Israel Abanikanda","NYJ","RB","SF","0.0","0.0","0.0","0.0","0.0","4.8","15.7","0.0","1.2","0.8","4.8","0.0","0.0","","","","","","","","","","","","2.7","3.1","2.3"
"Eddy Pineiro","CAR","K","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.9","0.4","0.1","1.6","","","","","","","6.3","6.3","6.3"
"Jermaine Burton","CIN","WR","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","1.4","18.0","0.2","0.0","","","","","","","","","","","","3.5","4.2","2.8"
"Jalen Nailor","MIN","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.7","17.5","0.2","0.0","","","","","","","","","","","","3.5","4.3","2.7"
"Dyami Brown","WAS","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","1.5","15.9","0.2","0.0","","","","","","","","","","","","3.5","4.2","2.7"
"Jaylen Wright","MIA","RB","JAC","0.0","0.0","0.0","0.0","0.0","2.8","11.6","0.1","0.8","0.6","5.3","0.0","0.0","","","","","","","","","","","","2.7","3.0","2.3"
"Dameon Pierce","HOU","RB","IND","0.0","0.0","0.0","0.0","0.0","3.0","12.0","0.1","1.0","0.7","5.0","0.0","0.0","","","","","","","","","","","","2.6","3.0","2.3"
"Dawson Knox","BUF","TE","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.8","14.8","0.2","0.0","","","","","","","","","","","","3.6","4.5","2.7"
"Olamide Zaccheaus","WAS","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.7","17.8","0.1","0.0","","","","","","","","","","","","3.4","4.3","2.6"
"Justin Watson","KC","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.3","17.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.4","4.1","2.7"
"Aaron Rodgers","NYJ","QB","SF","22.5","34.2","239.4","1.4","0.7","2.2","3.6","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","15.2","15.2","15.2"
"Michael Mayer","LV","TE","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.8","16.7","0.2","0.0","","","","","","","","","","","","3.6","4.5","2.7"
"Theo Johnson","NYG","TE","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","1.8","17.9","0.1","0.0","","","","","","","","","","","","3.5","4.4","2.6"
"Xavier Legette","CAR","WR","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","1.6","15.8","0.2","0.0","","","","","","","","","","","","3.3","4.1","2.5"
"Xavier Gipson","NYJ","WR","SF","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","2.2","1.3","17.0","0.1","0.0","","","","","","","","","","","","3.3","3.9","2.6"
"Tucker Kraft","GB","TE","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","1.7","14.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","3.5","4.3","2.6"
"Joey Slye","NE","K","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.8","0.4","0.1","1.4","","","","","","","6.0","6.0","6.0"
"Will Levis","TEN","QB","CHI","22.0","34.8","240.7","1.2","1.0","2.9","8.9","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","15.0","15.0","15.0"
"Allen Lazard","NYJ","WR","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","1.3","17.0","0.1","0.0","","","","","","","","","","","","3.2","3.8","2.5"
"Braxton Berrios","MIA","WR","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.4","14.6","0.2","0.0","","","","","","","","","","","","3.1","3.8","2.4"
"Luke McCaffrey","WAS","WR","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","16.0","0.1","0.0","","","","","","","","","","","","3.1","3.7","2.4"
"Cordarrelle Patterson","PIT","RB","ATL","0.0","0.0","0.0","0.0","0.0","1.3","5.0","0.1","1.1","0.8","6.0","0.1","0.0","","","","","","","","","","","","2.3","2.7","1.9"
"Derek Carr","NO","QB","CAR","21.6","32.7","228.4","1.4","0.6","2.2","2.6","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.9","14.9","14.9"
"Gerald Everett","CHI","TE","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3","1.6","13.6","0.2","0.0","","","","","","","","","","","","3.2","4.0","2.4"
"Ben Sinnott","WAS","TE","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","1.7","17.0","0.1","0.0","","","","","","","","","","","","3.1","4.0","2.3"
"Carson Steele","KC","RB","BAL","0.0","0.0","0.0","0.0","0.0","1.7","6.0","0.1","0.6","0.5","4.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","2.1","2.4","1.9"
"Treylon Burks","TEN","WR","CHI","0.0","0.0","0.0","0.0","0.0","0.2","1.0","0.0","1.9","1.1","14.0","0.1","0.0","","","","","","","","","","","","2.9","3.5","2.4"
"Eric Gray","NYG","RB","MIN","0.0","0.0","0.0","0.0","0.0","2.8","10.0","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","2.1","2.3","1.9"
"Trey Palmer","TB","WR","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.3","11.7","0.2","0.0","","","","","","","","","","","","2.9","3.5","2.2"
"Trey Sermon","IND","RB","HOU","0.0","0.0","0.0","0.0","0.0","2.3","9.0","0.1","0.6","0.4","3.0","0.0","0.0","","","","","","","","","","","","2.0","2.2","1.8"
"Ty Johnson","BUF","RB","ARI","0.0","0.0","0.0","0.0","0.0","1.5","6.0","0.1","0.6","0.5","4.0","0.0","0.0","","","","","","","","","","","","2.0","2.2","1.7"
"Malachi Corley","NYJ","WR","SF","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","1.7","1.1","14.0","0.1","0.0","","","","","","","","","","","","2.7","3.3","2.2"
"A.T. Perry","NO","WR","CAR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","1.0","13.0","0.2","0.0","","","","","","","","","","","","2.7","3.2","2.2"
"Mack Hollins","BUF","WR","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","14.0","0.1","0.0","","","","","","","","","","","","2.7","3.2","2.2"
"Troy Franklin","DEN","WR","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.1","15.0","0.1","0.0","","","","","","","","","","","","2.7","3.2","2.1"
"Will Shipley","PHI","RB","GB","0.0","0.0","0.0","0.0","0.0","2.0","8.0","0.0","0.6","0.5","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","1.8","2.1","1.6"
"Noah Gray","KC","TE","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.5","13.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","2.8","3.5","2.0"
"Bo Nix","DEN","QB","SEA","19.3","31.0","203.7","1.1","0.8","4.6","20.8","0.2","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.4","14.4","14.4"
"Daniel Bellinger","NYG","TE","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5","1.5","11.7","0.1","0.0","","","","","","","","","","","","2.8","3.5","2.0"
"Gardner Minshew","LV","QB","LAC","20.2","31.7","220.5","1.2","0.7","3.3","7.4","0.1","0.0","0.0","0.0","0.0","0.2","","","","","","","","","","","","14.3","14.3","14.3"
"Jake Bobo","SEA","WR","DEN","0.0","0.0","0.0","0.0","0.0","0.1","0.6","0.0","1.4","0.9","11.0","0.1","0.0","","","","","","","","","","","","2.5","3.0","2.1"
"D'Ernest Johnson","JAC","RB","MIA","0.0","0.0","0.0","0.0","0.0","1.8","7.0","0.1","0.5","0.4","3.0","0.0","0.0","","","","","","","","","","","","1.7","1.9","1.5"
"Deuce Vaughn","DAL","RB","CLE","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","1.0","0.7","5.0","0.0","0.0","","","","","","","","","","","","1.7","2.0","1.3"
"Tanner Hudson","CIN","TE","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","1.4","13.0","0.1","0.0","","","","","","","","","","","","2.7","3.4","2.0"
"Tutu Atwell","LA","WR","DET","0.0","0.0","0.0","0.0","0.0","0.2","1.1","0.0","1.5","0.9","12.0","0.1","0.0","","","","","","","","","","","","2.4","2.8","1.9"
"Avery Williams","ATL","RB","PIT","0.0","0.0","0.0","0.0","0.0","2.2","8.8","0.1","0.3","0.2","1.0","0.0","0.0","","","","","","","","","","","","1.6","1.7","1.5"
"Tyquan Thornton","NE","WR","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","1.0","11.9","0.1","0.0","","","","","","","","","","","","2.4","2.9","1.9"
"Isaac Guerendo","SF","RB","NYJ","0.0","0.0","0.0","0.0","0.0","1.3","6.0","0.1","0.0","0.2","2.0","0.0","0.0","","","","","","","","","","","","1.5","1.6","1.4"
"Derius Davis","LAC","WR","LV","0.0","0.0","0.0","0.0","0.0","1.0","5.5","0.1","1.3","0.8","6.0","0.1","0.0","","","","","","","","","","","","2.3","2.7","1.9"
"Austin Hooper","NE","TE","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","1.3","11.6","0.1","0.0","","","","","","","","","","","","2.4","3.1","1.8"
"Ameer Abdullah","LV","RB","LAC","0.0","0.0","0.0","0.0","0.0","0.3","1.0","0.0","0.7","0.5","4.0","0.1","0.0","","","","","","","","","","","","1.4","1.6","1.1"
"Emari Demercado","ARI","RB","BUF","0.0","0.0","0.0","0.0","0.0","0.6","3.0","0.0","0.7","0.5","3.0","0.0","0.0","","","","","","","","","","","","1.3","1.6","1.1"
"Raheem Blackshear","CAR","RB","NO","0.0","0.0","0.0","0.0","0.0","1.5","6.0","0.1","0.1","0.1","1.0","0.0","0.0","","","","","","","","","","","","1.3","1.3","1.2"
"Tyler Goodson","IND","RB","HOU","0.0","0.0","0.0","0.0","0.0","0.8","3.0","0.0","0.8","0.6","4.0","0.0","0.0","","","","","","","","","","","","1.3","1.6","1.0"
"Brevin Jordan","HOU","TE","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","0.8","8.6","0.2","0.0","","","","","","","","","","","","2.3","2.7","1.9"
"Dylan Laube","LV","RB","LAC","0.0","0.0","0.0","0.0","0.0","0.6","2.0","0.1","0.4","0.3","2.0","0.1","0.0","","","","","","","","","","","","1.2","1.4","1.1"
"Mecole Hardman","KC","WR","BAL","0.0","0.0","0.0","0.0","0.0","0.1","0.5","0.0","1.7","1.0","8.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.0","0.0","0.0","0.0","2.0","2.5","1.5"
"Brandon Powell","MIN","WR","NYG","0.0","0.0","0.0","0.0","0.0","0.2","0.9","0.0","1.3","0.8","9.0","0.1","0.0","","","","","","","","","","","","2.0","2.4","1.6"
"Isaiah Davis","NYJ","RB","SF","0.0","0.0","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.3","2.0","0.0","0.0","","","","","","","","","","","","1.2","1.3","1.0"
"Josh Whyle","TEN","TE","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.0","11.0","0.1","0.0","","","","","","","","","","","","2.2","2.7","1.7"
